,loss,params,iteration,estimators
256,0.23969532558750029,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 76, 'learning_rate': 0.06342939936975404, 'subsample_for_bin': 100000, 'min_child_samples': 235, 'reg_alpha': 0.6326530612244897, 'reg_lambda': 0.7346938775510203, 'colsample_bytree': 0.8666666666666667, 'subsample': 0.8484848484848485}",867,53
257,0.23971540690630044,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 137, 'learning_rate': 0.03474508857871537, 'subsample_for_bin': 220000, 'min_child_samples': 490, 'reg_alpha': 0.8775510204081632, 'reg_lambda': 0.8775510204081632, 'colsample_bytree': 0.6444444444444444, 'subsample': 1.0}",177,22
258,0.2397163272627003,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 87, 'learning_rate': 0.030759021990815157, 'subsample_for_bin': 260000, 'min_child_samples': 220, 'reg_alpha': 0.061224489795918366, 'reg_lambda': 0.22448979591836732, 'colsample_bytree': 0.7333333333333333, 'subsample': 1.0}",973,20
259,0.23972026043366812,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 123, 'learning_rate': 0.17190154729390325, 'subsample_for_bin': 180000, 'min_child_samples': 165, 'reg_alpha': 0.8163265306122448, 'reg_lambda': 0.32653061224489793, 'colsample_bytree': 0.6444444444444444, 'subsample': 1.0}",184,5
260,0.2397307586080376,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 104, 'learning_rate': 0.04148291614861856, 'subsample_for_bin': 20000, 'min_child_samples': 480, 'reg_alpha': 0.18367346938775508, 'reg_lambda': 0.5510204081632653, 'colsample_bytree': 0.9555555555555555, 'subsample': 0.7777777777777778}",76,18
261,0.23975553001595373,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 117, 'learning_rate': 0.15330849225623966, 'subsample_for_bin': 80000, 'min_child_samples': 110, 'reg_alpha': 0.9591836734693877, 'reg_lambda': 0.6122448979591836, 'colsample_bytree': 0.6, 'subsample': 0.702020202020202}",231,11
262,0.23975800261523628,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 51, 'learning_rate': 0.009161589819630375, 'subsample_for_bin': 100000, 'min_child_samples': 235, 'reg_alpha': 0.061224489795918366, 'reg_lambda': 0.4693877551020408, 'colsample_bytree': 0.8666666666666667, 'subsample': 1.0}",594,105
263,0.2397597138109303,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 141, 'learning_rate': 0.046342471155299714, 'subsample_for_bin': 160000, 'min_child_samples': 180, 'reg_alpha': 1.0, 'reg_lambda': 0.18367346938775508, 'colsample_bytree': 0.9555555555555555, 'subsample': 0.9191919191919192}",547,56
264,0.2397612952091791,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 50, 'learning_rate': 0.008993992591122319, 'subsample_for_bin': 220000, 'min_child_samples': 405, 'reg_alpha': 0.7755102040816326, 'reg_lambda': 0.7755102040816326, 'colsample_bytree': 0.6888888888888889, 'subsample': 0.5707070707070707}",559,207
265,0.23976250123209453,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 51, 'learning_rate': 0.06905177758838167, 'subsample_for_bin': 20000, 'min_child_samples': 495, 'reg_alpha': 0.8775510204081632, 'reg_lambda': 0.6938775510204082, 'colsample_bytree': 0.9111111111111111, 'subsample': 1.0}",290,13
266,0.23976551348598263,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 119, 'learning_rate': 0.02733098511444611, 'subsample_for_bin': 200000, 'min_child_samples': 380, 'reg_alpha': 0.02040816326530612, 'reg_lambda': 0.24489795918367346, 'colsample_bytree': 0.9111111111111111, 'subsample': 0.8737373737373737}",296,61
267,0.23976891176812598,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 113, 'learning_rate': 0.010159525531994104, 'subsample_for_bin': 100000, 'min_child_samples': 190, 'reg_alpha': 0.8571428571428571, 'reg_lambda': 0.36734693877551017, 'colsample_bytree': 0.7777777777777778, 'subsample': 1.0}",261,35
268,0.23976999612345773,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 49, 'learning_rate': 0.05741054640417811, 'subsample_for_bin': 280000, 'min_child_samples': 465, 'reg_alpha': 0.9183673469387754, 'reg_lambda': 0.7551020408163265, 'colsample_bytree': 0.6, 'subsample': 0.9242424242424243}",326,26
269,0.23977181244667223,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 93, 'learning_rate': 0.055739410466207714, 'subsample_for_bin': 20000, 'min_child_samples': 240, 'reg_alpha': 0.6122448979591836, 'reg_lambda': 0.6122448979591836, 'colsample_bytree': 0.9555555555555555, 'subsample': 0.7828282828282829}",803,47
270,0.23977389705531915,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 129, 'learning_rate': 0.025858321500565308, 'subsample_for_bin': 240000, 'min_child_samples': 440, 'reg_alpha': 0.5918367346938775, 'reg_lambda': 0.673469387755102, 'colsample_bytree': 0.6888888888888889, 'subsample': 1.0}",176,28
271,0.23978441681587304,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 56, 'learning_rate': 0.04499351048774645, 'subsample_for_bin': 80000, 'min_child_samples': 485, 'reg_alpha': 0.3061224489795918, 'reg_lambda': 0.6326530612244897, 'colsample_bytree': 0.6888888888888889, 'subsample': 1.0}",897,20
272,0.23979840017780285,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 68, 'learning_rate': 0.012726146225595376, 'subsample_for_bin': 20000, 'min_child_samples': 375, 'reg_alpha': 0.6326530612244897, 'reg_lambda': 0.22448979591836732, 'colsample_bytree': 0.7333333333333333, 'subsample': 0.5707070707070707}",21,116
273,0.2398030947523594,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 41, 'learning_rate': 0.005037062407420691, 'subsample_for_bin': 80000, 'min_child_samples': 255, 'reg_alpha': 0.8163265306122448, 'reg_lambda': 0.9183673469387754, 'colsample_bytree': 0.6888888888888889, 'subsample': 0.9040404040404041}",562,108
274,0.2398076045828198,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 147, 'learning_rate': 0.152180457433268, 'subsample_for_bin': 100000, 'min_child_samples': 375, 'reg_alpha': 0.5918367346938775, 'reg_lambda': 0.061224489795918366, 'colsample_bytree': 0.6444444444444444, 'subsample': 0.5202020202020202}",847,19
275,0.23981316737052583,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 114, 'learning_rate': 0.020643191807048003, 'subsample_for_bin': 60000, 'min_child_samples': 260, 'reg_alpha': 0.9387755102040816, 'reg_lambda': 0.6122448979591836, 'colsample_bytree': 0.7333333333333333, 'subsample': 1.0}",755,37
276,0.23981850560584783,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 135, 'learning_rate': 0.01729023883744441, 'subsample_for_bin': 260000, 'min_child_samples': 90, 'reg_alpha': 1.0, 'reg_lambda': 0.7959183673469387, 'colsample_bytree': 0.6444444444444444, 'subsample': 0.7424242424242424}",144,22
277,0.23981942456054728,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 114, 'learning_rate': 0.014375329553912042, 'subsample_for_bin': 120000, 'min_child_samples': 120, 'reg_alpha': 0.18367346938775508, 'reg_lambda': 1.0, 'colsample_bytree': 0.6, 'subsample': 0.5202020202020202}",453,69
278,0.23982025913289018,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 92, 'learning_rate': 0.10288937704976153, 'subsample_for_bin': 40000, 'min_child_samples': 460, 'reg_alpha': 0.5510204081632653, 'reg_lambda': 0.32653061224489793, 'colsample_bytree': 0.6888888888888889, 'subsample': 0.9494949494949496}",714,11
279,0.23982050555179835,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 80, 'learning_rate': 0.019244526872100445, 'subsample_for_bin': 120000, 'min_child_samples': 425, 'reg_alpha': 0.7142857142857142, 'reg_lambda': 0.1020408163265306, 'colsample_bytree': 0.7333333333333333, 'subsample': 0.7777777777777778}",711,36
280,0.23982097596241037,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 118, 'learning_rate': 0.010159525531994104, 'subsample_for_bin': 100000, 'min_child_samples': 165, 'reg_alpha': 0.16326530612244897, 'reg_lambda': 0.6122448979591836, 'colsample_bytree': 0.8222222222222222, 'subsample': 0.9646464646464648}",500,81
281,0.23982368012257815,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 102, 'learning_rate': 0.1048066539723022, 'subsample_for_bin': 200000, 'min_child_samples': 190, 'reg_alpha': 0.5510204081632653, 'reg_lambda': 0.8571428571428571, 'colsample_bytree': 0.6, 'subsample': 1.0}",518,6
282,0.2398240874566776,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 61, 'learning_rate': 0.011603935808414702, 'subsample_for_bin': 20000, 'min_child_samples': 360, 'reg_alpha': 0.14285714285714285, 'reg_lambda': 0.2857142857142857, 'colsample_bytree': 0.6, 'subsample': 1.0}",996,84
283,0.23984115904465042,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 40, 'learning_rate': 0.09591817970764478, 'subsample_for_bin': 280000, 'min_child_samples': 375, 'reg_alpha': 0.061224489795918366, 'reg_lambda': 0.2040816326530612, 'colsample_bytree': 0.6, 'subsample': 0.7676767676767677}",312,20
284,0.23987303034479246,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 84, 'learning_rate': 0.08153418369872095, 'subsample_for_bin': 60000, 'min_child_samples': 385, 'reg_alpha': 0.24489795918367346, 'reg_lambda': 0.5918367346938775, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.6666666666666667}",869,22
285,0.23987785752019497,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 44, 'learning_rate': 0.033116604059273545, 'subsample_for_bin': 140000, 'min_child_samples': 400, 'reg_alpha': 0.061224489795918366, 'reg_lambda': 0.6530612244897959, 'colsample_bytree': 0.7333333333333333, 'subsample': 0.8232323232323233}",577,44
286,0.2398781787898976,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 127, 'learning_rate': 0.005018496989847007, 'subsample_for_bin': 240000, 'min_child_samples': 200, 'reg_alpha': 0.7142857142857142, 'reg_lambda': 0.12244897959183673, 'colsample_bytree': 0.6888888888888889, 'subsample': 1.0}",22,201
287,0.23988222605926768,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 137, 'learning_rate': 0.10100717376671212, 'subsample_for_bin': 160000, 'min_child_samples': 375, 'reg_alpha': 0.0, 'reg_lambda': 0.7755102040816326, 'colsample_bytree': 0.6444444444444444, 'subsample': 0.9090909090909092}",619,20
288,0.23989287309420615,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 73, 'learning_rate': 0.008700006009044876, 'subsample_for_bin': 20000, 'min_child_samples': 100, 'reg_alpha': 0.9387755102040816, 'reg_lambda': 0.4693877551020408, 'colsample_bytree': 0.6888888888888889, 'subsample': 0.8585858585858586}",344,22
289,0.23989699128961017,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 105, 'learning_rate': 0.005226536265540098, 'subsample_for_bin': 140000, 'min_child_samples': 200, 'reg_alpha': 0.6938775510204082, 'reg_lambda': 0.5918367346938775, 'colsample_bytree': 0.7333333333333333, 'subsample': 1.0}",749,192
290,0.23990038144189207,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 77, 'learning_rate': 0.008572448761425775, 'subsample_for_bin': 40000, 'min_child_samples': 350, 'reg_alpha': 0.2040816326530612, 'reg_lambda': 0.061224489795918366, 'colsample_bytree': 0.8666666666666667, 'subsample': 0.6262626262626263}",364,224
291,0.239914989962144,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 123, 'learning_rate': 0.013401339215436023, 'subsample_for_bin': 180000, 'min_child_samples': 225, 'reg_alpha': 0.2857142857142857, 'reg_lambda': 0.061224489795918366, 'colsample_bytree': 0.8666666666666667, 'subsample': 1.0}",75,67
292,0.23992059367949792,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 68, 'learning_rate': 0.10558353135428625, 'subsample_for_bin': 180000, 'min_child_samples': 185, 'reg_alpha': 0.6122448979591836, 'reg_lambda': 0.0, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.8181818181818182}",233,22
293,0.2399392892774077,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 58, 'learning_rate': 0.01729023883744441, 'subsample_for_bin': 100000, 'min_child_samples': 350, 'reg_alpha': 0.36734693877551017, 'reg_lambda': 0.22448979591836732, 'colsample_bytree': 0.7333333333333333, 'subsample': 0.5050505050505051}",782,117
294,0.23994000190182685,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 146, 'learning_rate': 0.03500263590446981, 'subsample_for_bin': 280000, 'min_child_samples': 195, 'reg_alpha': 0.8571428571428571, 'reg_lambda': 0.7551020408163265, 'colsample_bytree': 0.6444444444444444, 'subsample': 0.6161616161616161}",763,94
295,0.23995507578656972,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 64, 'learning_rate': 0.011820167638891784, 'subsample_for_bin': 140000, 'min_child_samples': 355, 'reg_alpha': 0.36734693877551017, 'reg_lambda': 0.8979591836734693, 'colsample_bytree': 0.8222222222222222, 'subsample': 0.8686868686868687}",988,165
296,0.23999587143201395,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 125, 'learning_rate': 0.07191428439547362, 'subsample_for_bin': 60000, 'min_child_samples': 445, 'reg_alpha': 0.0, 'reg_lambda': 0.44897959183673464, 'colsample_bytree': 0.6, 'subsample': 0.6666666666666667}",692,13
297,0.23999692943538053,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 72, 'learning_rate': 0.009401485689899946, 'subsample_for_bin': 160000, 'min_child_samples': 355, 'reg_alpha': 0.18367346938775508, 'reg_lambda': 0.3469387755102041, 'colsample_bytree': 0.6, 'subsample': 1.0}",61,106
298,0.2399997905859792,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 42, 'learning_rate': 0.08586002659647379, 'subsample_for_bin': 20000, 'min_child_samples': 360, 'reg_alpha': 0.44897959183673464, 'reg_lambda': 0.32653061224489793, 'colsample_bytree': 0.8222222222222222, 'subsample': 0.7222222222222222}",698,44
299,0.24000708867862386,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 56, 'learning_rate': 0.05913178504865036, 'subsample_for_bin': 220000, 'min_child_samples': 185, 'reg_alpha': 0.3061224489795918, 'reg_lambda': 0.14285714285714285, 'colsample_bytree': 0.7333333333333333, 'subsample': 1.0}",455,13
300,0.240008175837356,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 35, 'learning_rate': 0.1095551555712299, 'subsample_for_bin': 140000, 'min_child_samples': 150, 'reg_alpha': 0.5714285714285714, 'reg_lambda': 0.02040816326530612, 'colsample_bytree': 0.7777777777777778, 'subsample': 1.0}",331,8
301,0.24001841581853522,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 128, 'learning_rate': 0.014481886418058792, 'subsample_for_bin': 60000, 'min_child_samples': 155, 'reg_alpha': 0.9795918367346939, 'reg_lambda': 0.673469387755102, 'colsample_bytree': 0.8222222222222222, 'subsample': 1.0}",265,66
302,0.24002327327066353,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 53, 'learning_rate': 0.17190154729390325, 'subsample_for_bin': 20000, 'min_child_samples': 490, 'reg_alpha': 0.6122448979591836, 'reg_lambda': 0.2040816326530612, 'colsample_bytree': 0.6444444444444444, 'subsample': 0.5757575757575758}",361,8
303,0.24002405317669573,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 139, 'learning_rate': 0.01910292678104313, 'subsample_for_bin': 160000, 'min_child_samples': 425, 'reg_alpha': 0.6122448979591836, 'reg_lambda': 0.26530612244897955, 'colsample_bytree': 0.7333333333333333, 'subsample': 1.0}",513,32
304,0.24003233049715178,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 64, 'learning_rate': 0.018822844588096868, 'subsample_for_bin': 220000, 'min_child_samples': 370, 'reg_alpha': 0.7551020408163265, 'reg_lambda': 0.9795918367346939, 'colsample_bytree': 1.0, 'subsample': 0.5303030303030303}",612,108
305,0.24003805812480983,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 41, 'learning_rate': 0.019821501407643854, 'subsample_for_bin': 260000, 'min_child_samples': 335, 'reg_alpha': 0.4081632653061224, 'reg_lambda': 0.36734693877551017, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.7121212121212122}",904,102
306,0.24004783694659892,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 131, 'learning_rate': 0.005585729675955174, 'subsample_for_bin': 100000, 'min_child_samples': 415, 'reg_alpha': 0.02040816326530612, 'reg_lambda': 0.26530612244897955, 'colsample_bytree': 0.7333333333333333, 'subsample': 0.6414141414141414}",995,84
307,0.2400535841980609,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 136, 'learning_rate': 0.008764494642498798, 'subsample_for_bin': 20000, 'min_child_samples': 355, 'reg_alpha': 0.8163265306122448, 'reg_lambda': 0.26530612244897955, 'colsample_bytree': 0.6, 'subsample': 1.0}",552,115
308,0.24005603352911908,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 67, 'learning_rate': 0.06630321122148913, 'subsample_for_bin': 100000, 'min_child_samples': 165, 'reg_alpha': 1.0, 'reg_lambda': 1.0, 'colsample_bytree': 0.7777777777777778, 'subsample': 1.0}",694,5
309,0.24006493600789702,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 129, 'learning_rate': 0.00704872754783476, 'subsample_for_bin': 40000, 'min_child_samples': 240, 'reg_alpha': 0.9183673469387754, 'reg_lambda': 0.2857142857142857, 'colsample_bytree': 0.6444444444444444, 'subsample': 1.0}",222,136
310,0.24006584178661394,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 148, 'learning_rate': 0.13128416279545488, 'subsample_for_bin': 60000, 'min_child_samples': 410, 'reg_alpha': 0.8979591836734693, 'reg_lambda': 0.5510204081632653, 'colsample_bytree': 0.6, 'subsample': 1.0}",457,6
311,0.24008179678014874,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 111, 'learning_rate': 0.1036520426520573, 'subsample_for_bin': 140000, 'min_child_samples': 335, 'reg_alpha': 0.7959183673469387, 'reg_lambda': 0.6530612244897959, 'colsample_bytree': 0.6, 'subsample': 0.702020202020202}",298,22
312,0.24009834076813852,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 118, 'learning_rate': 0.008140547350944652, 'subsample_for_bin': 40000, 'min_child_samples': 295, 'reg_alpha': 0.26530612244897955, 'reg_lambda': 0.7551020408163265, 'colsample_bytree': 0.6888888888888889, 'subsample': 1.0}",235,116
313,0.24011345894660996,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 97, 'learning_rate': 0.009900286907439045, 'subsample_for_bin': 20000, 'min_child_samples': 245, 'reg_alpha': 1.0, 'reg_lambda': 0.7346938775510203, 'colsample_bytree': 1.0, 'subsample': 0.7727272727272727}",984,309
314,0.2401448446977772,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 85, 'learning_rate': 0.014481886418058792, 'subsample_for_bin': 260000, 'min_child_samples': 485, 'reg_alpha': 0.44897959183673464, 'reg_lambda': 0.44897959183673464, 'colsample_bytree': 0.9555555555555555, 'subsample': 0.6212121212121212}",178,35
315,0.24015287868306556,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 139, 'learning_rate': 0.005969608633266049, 'subsample_for_bin': 100000, 'min_child_samples': 220, 'reg_alpha': 0.5306122448979591, 'reg_lambda': 0.4693877551020408, 'colsample_bytree': 0.8222222222222222, 'subsample': 0.6161616161616161}",896,147
316,0.24015829317088266,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 61, 'learning_rate': 0.013550620769071452, 'subsample_for_bin': 120000, 'min_child_samples': 325, 'reg_alpha': 0.3061224489795918, 'reg_lambda': 0.7346938775510203, 'colsample_bytree': 0.7777777777777778, 'subsample': 1.0}",822,34
317,0.24017153335132735,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 109, 'learning_rate': 0.024465008781303456, 'subsample_for_bin': 280000, 'min_child_samples': 125, 'reg_alpha': 0.5306122448979591, 'reg_lambda': 1.0, 'colsample_bytree': 0.6888888888888889, 'subsample': 0.98989898989899}",727,33
318,0.24017699325423325,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 148, 'learning_rate': 0.052736027993566297, 'subsample_for_bin': 100000, 'min_child_samples': 445, 'reg_alpha': 0.9183673469387754, 'reg_lambda': 0.6530612244897959, 'colsample_bytree': 0.6, 'subsample': 1.0}",465,12
319,0.24018467961785395,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 70, 'learning_rate': 0.019530883658574666, 'subsample_for_bin': 280000, 'min_child_samples': 490, 'reg_alpha': 0.6326530612244897, 'reg_lambda': 0.4693877551020408, 'colsample_bytree': 0.9555555555555555, 'subsample': 0.6515151515151515}",828,30
320,0.24019603927721156,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 109, 'learning_rate': 0.032994544109792474, 'subsample_for_bin': 200000, 'min_child_samples': 350, 'reg_alpha': 0.2857142857142857, 'reg_lambda': 0.8775510204081632, 'colsample_bytree': 0.6444444444444444, 'subsample': 0.9040404040404041}",521,72
321,0.2402080922175246,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 87, 'learning_rate': 0.008200889007454273, 'subsample_for_bin': 100000, 'min_child_samples': 355, 'reg_alpha': 0.3877551020408163, 'reg_lambda': 0.9591836734693877, 'colsample_bytree': 0.8222222222222222, 'subsample': 0.994949494949495}",181,233
322,0.24021616124531986,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 85, 'learning_rate': 0.017163018282215572, 'subsample_for_bin': 180000, 'min_child_samples': 465, 'reg_alpha': 0.22448979591836732, 'reg_lambda': 0.4897959183673469, 'colsample_bytree': 0.9555555555555555, 'subsample': 0.5151515151515151}",937,60
323,0.2402258862418185,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 149, 'learning_rate': 0.0053436247183276326, 'subsample_for_bin': 20000, 'min_child_samples': 285, 'reg_alpha': 0.4081632653061224, 'reg_lambda': 0.4897959183673469, 'colsample_bytree': 0.9111111111111111, 'subsample': 1.0}",951,157
324,0.24022880261940782,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 141, 'learning_rate': 0.06203954685859729, 'subsample_for_bin': 60000, 'min_child_samples': 140, 'reg_alpha': 0.6326530612244897, 'reg_lambda': 0.7551020408163265, 'colsample_bytree': 0.6444444444444444, 'subsample': 0.9646464646464648}",701,11
325,0.24025601438750022,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 115, 'learning_rate': 0.016479854192131427, 'subsample_for_bin': 180000, 'min_child_samples': 165, 'reg_alpha': 0.6122448979591836, 'reg_lambda': 0.2857142857142857, 'colsample_bytree': 0.7777777777777778, 'subsample': 1.0}",482,62
326,0.24025926156635402,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 99, 'learning_rate': 0.010619825726729542, 'subsample_for_bin': 140000, 'min_child_samples': 300, 'reg_alpha': 0.4081632653061224, 'reg_lambda': 0.26530612244897955, 'colsample_bytree': 0.9555555555555555, 'subsample': 1.0}",604,96
327,0.24026756832251572,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 35, 'learning_rate': 0.007730406213819137, 'subsample_for_bin': 200000, 'min_child_samples': 205, 'reg_alpha': 1.0, 'reg_lambda': 0.3061224489795918, 'colsample_bytree': 0.8222222222222222, 'subsample': 0.8585858585858586}",160,46
328,0.24028106893887136,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 98, 'learning_rate': 0.09381643943803998, 'subsample_for_bin': 260000, 'min_child_samples': 360, 'reg_alpha': 0.16326530612244897, 'reg_lambda': 0.16326530612244897, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.7727272727272727}",599,50
329,0.24028296880342237,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 83, 'learning_rate': 0.017036733808311298, 'subsample_for_bin': 260000, 'min_child_samples': 170, 'reg_alpha': 0.4693877551020408, 'reg_lambda': 0.5102040816326531, 'colsample_bytree': 0.7333333333333333, 'subsample': 1.0}",305,12
330,0.2402926150243656,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 94, 'learning_rate': 0.012773225305100642, 'subsample_for_bin': 80000, 'min_child_samples': 355, 'reg_alpha': 0.673469387755102, 'reg_lambda': 0.44897959183673464, 'colsample_bytree': 0.8222222222222222, 'subsample': 0.8737373737373737}",277,260
331,0.24029769674853751,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 39, 'learning_rate': 0.07974762271777591, 'subsample_for_bin': 200000, 'min_child_samples': 340, 'reg_alpha': 0.7755102040816326, 'reg_lambda': 0.7551020408163265, 'colsample_bytree': 0.8666666666666667, 'subsample': 0.9242424242424243}",879,41
332,0.24031803878358882,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 137, 'learning_rate': 0.19852841182328473, 'subsample_for_bin': 180000, 'min_child_samples': 265, 'reg_alpha': 0.04081632653061224, 'reg_lambda': 0.5306122448979591, 'colsample_bytree': 0.7333333333333333, 'subsample': 0.9595959595959596}",79,13
333,0.2403214230487295,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 121, 'learning_rate': 0.04738066700246162, 'subsample_for_bin': 200000, 'min_child_samples': 400, 'reg_alpha': 0.3877551020408163, 'reg_lambda': 0.7959183673469387, 'colsample_bytree': 0.6, 'subsample': 1.0}",469,21
334,0.24035179845433952,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 57, 'learning_rate': 0.12699287815072088, 'subsample_for_bin': 100000, 'min_child_samples': 260, 'reg_alpha': 0.673469387755102, 'reg_lambda': 0.0, 'colsample_bytree': 0.6444444444444444, 'subsample': 0.8787878787878789}",358,12
335,0.24035463437433324,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 67, 'learning_rate': 0.07191428439547362, 'subsample_for_bin': 260000, 'min_child_samples': 340, 'reg_alpha': 0.9591836734693877, 'reg_lambda': 0.8163265306122448, 'colsample_bytree': 0.6444444444444444, 'subsample': 0.8232323232323233}",680,54
336,0.2403646200870826,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 47, 'learning_rate': 0.039979065841380605, 'subsample_for_bin': 20000, 'min_child_samples': 450, 'reg_alpha': 0.6326530612244897, 'reg_lambda': 1.0, 'colsample_bytree': 0.8222222222222222, 'subsample': 0.9595959595959596}",359,12
337,0.24037300141369877,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 47, 'learning_rate': 0.010425552309770318, 'subsample_for_bin': 180000, 'min_child_samples': 130, 'reg_alpha': 0.3469387755102041, 'reg_lambda': 0.5510204081632653, 'colsample_bytree': 0.7777777777777778, 'subsample': 1.0}",646,97
338,0.24037960033824712,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 124, 'learning_rate': 0.028254541131562887, 'subsample_for_bin': 100000, 'min_child_samples': 410, 'reg_alpha': 0.0, 'reg_lambda': 0.24489795918367346, 'colsample_bytree': 0.9555555555555555, 'subsample': 0.8636363636363636}",155,65
