Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
10616,2610348,112884.0,1939,1,100,68.7,3.3,0.6,58.17,40.647389000000004,-73.959243,14.0,51002.0,5.975335,4.0633698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11067,3522106,81000.0,1926,1,100,126.2,4.5,1.2,194.45,40.623903000000006,-74.027889,10.0,138.0,6.307187,5.270175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6521,2716923,66000.0,2003,1,100,92.3,4.6,0.8,,40.823190000000004,-73.914387,3.0,141.0,5.5831203,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5472,2734528,106763.0,1924,1,100,59.1,3.2,0.5,30.02,40.79909,-73.97215600000001,7.0,187.0,5.6046987,3.4018638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6532,3136193,239712.0,1980,1,100,75.3,5.4,0.6,,40.825375,-73.917846,4.0,173.0,6.576887,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13710,2777301,76649.0,1963,1,100,104.4,4.5,1.0,,,,,,5.894403,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13162,2960351,121425.0,1980,1,100,46.4,,,29.07,,,,,5.256453,3.3697066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9696,4046352,60020.0,2006,1,100,111.1,11.4,0.7,,40.694243,-73.96322099999999,2.0,191.0,5.521461,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2686,5861024,76660.0,2000,1,100,84.0,14.4,0.3,38.79,40.757335999999995,-73.98401700000001,5.0,119.0,5.1812215,3.6581626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,4288940,1259938.0,1965,4,100,175.4,,1.7,117.68,40.580944,-73.971484,13.0,354.0,9.46575,4.767969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,3554175,108875.0,1920,1,100,116.5,12.6,0.0,11.53,40.750576,-73.985625,5.0,84.0,6.417059,2.4449522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8852,2669104,64520.0,1954,1,100,91.2,4.4,0.8,33.12,40.889607,-73.911082,8.0,30701.0,5.5595274,3.5001373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7961,2789446,75560.0,1926,1,100,119.3,5.1,0.1,121.5,40.870743,-73.889999,7.0,40701.0,6.1012154,4.7999144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3647,1772081,311501.0,1971,1,90,118.3,14.6,,16.21,40.763308,-73.97792199999999,5.0,104.0,,2.7856283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3356,2705131,77188.0,1924,1,100,2.5,0.7,,49.61,40.784411999999996,-73.97525,7.0,169.0,,3.9041924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,4449411,132716.0,1927,1,100,95.4,13.8,0.0,84.42,40.749631,-73.97766999999999,6.0,80.0,6.201523,4.4358044,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11899,2688617,82620.0,1929,1,100,50.7,,,,40.575815999999996,-73.961026,13.0,36002.0,5.4178767,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3122390,158540.0,1900,1,100,75.7,4.4,0.6,1.78,40.690205,-73.96226800000001,2.0,193.0,3.9608133,0.57661337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
895,2786281,1054290.0,1960,2,100,62.0,14.3,0.1,,40.715907,-73.986599,3.0,1401.0,6.3661265,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9542,3072438,106392.0,1928,1,100,86.4,4.4,0.7,121.45,40.664552,-73.935194,9.0,355.0,6.0318866,4.799503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11977,3533599,153193.0,1965,1,100,89.6,5.8,0.8,60.46,40.586519,-73.933293,15.0,598.0,6.3396535,4.101982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11190,2842004,54210.0,1960,1,100,111.3,4.6,1.0,57.83,40.59926,-73.99396800000001,11.0,296.0,5.6065373,4.0575075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2849,5780490,167110.0,1925,1,90,79.8,11.9,0.2,,40.758179999999996,-73.98992199999999,4.0,121.0,6.163104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12064,3091295,155750.0,1961,1,100,68.2,3.8,0.6,41.58,,,,,6.214008,3.7276194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,2747168,64716.0,1931,1,100,80.1,3.6,0.7,37.53,,,,,5.446306,3.6251407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11685,2791307,78912.0,1957,1,100,47.9,2.3,0.4,4.17,40.590278999999995,-73.94969300000001,15.0,592.0,5.7372174,1.427916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9737,4925815,90215.0,2006,1,100,63.3,6.4,0.5,,40.687618,-73.95803199999999,3.0,233.0,5.4147663,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7597,3525099,56455.0,1924,1,100,106.3,4.3,1.0,,40.864027,-73.898676,7.0,401.0,5.6123977,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4121,2670666,91617.0,1928,1,100,57.0,3.8,0.0,,40.757809,-73.961713,6.0,10601.0,2.5095992,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10738,4926042,83390.0,1931,1,100,67.5,3.5,0.6,,40.634073,-73.95798,14.0,764.0,5.5085783,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6397,3529363,131490.0,1972,1,100,76.7,6.8,0.5,,40.807946,-73.922249,1.0,25.0,5.945159,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,4923262,1630256.0,1929,1,100,90.2,21.0,0.0,19.62,40.741617,-73.987449,5.0,56.0,5.0012584,2.9765494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13814,2961934,160200.0,1954,1,100,2.1,0.5,0.0,8.22,,,,,0.9932518,2.1065702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14335,2612579,184896.0,1964,1,100,85.6,5.2,0.7,84.43,,,,,6.496021,4.4359226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13388,4044326,63636.0,1940,1,100,112.1,2.4,0.6,36.47,,,,,6.188059,3.5964901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5939,4398046,53583.0,1920,1,95,121.9,3.5,0.1,130.35,40.836804,-73.94558599999999,12.0,247.0,6.2195954,4.870223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13025,2726142,110184.0,1939,1,100,76.2,4.4,0.7,34.98,,,,,5.9707513,3.5547764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6347,4412198,87400.0,1939,1,100,92.1,5.2,0.2,33.59,40.870584,-73.916394,12.0,307.0,6.090631,3.5142283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13211,2817643,104708.0,2000,1,100,67.2,2.4,0.6,,,,,,5.789348,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7496,2810883,80479.0,2004,1,100,72.4,5.8,0.6,65.61,40.842826,-73.88351800000001,6.0,363.0,5.562987,4.183728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4365,2669949,97328.0,1923,1,100,86.4,4.5,0.0,17.81,40.771,-73.961774,8.0,128.0,6.3341675,2.87976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2294,3107998,127866.0,1913,1,100,70.3,12.5,0.0,16.09,40.747679999999995,-73.984799,5.0,74.0,5.525453,2.778198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9221,2947147,56258.0,1969,1,100,14.9,0.8,0.1,816.69,40.648659,-74.02095200000001,7.0,18.0,3.6027768,6.70526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4704,2798597,64922.0,1910,1,100,59.3,4.4,0.5,26.17,40.7806,-73.958176,8.0,15002.0,5.151556,3.2646136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13316,2803862,193664.0,1965,1,100,95.6,2.1,0.9,43.06,,,,,6.8426833,3.7625945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5582,4414421,67976.0,1901,1,100,72.0,5.0,0.1,,40.806567,-73.955714,10.0,257.0,5.577463,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13923,4408064,454660.0,1973,2,100,50.4,7.9,0.2,71.89,,,,,6.154858,4.275137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13189,1241638,154337.0,1996,1,100,200.7,39.0,0.7,19.53,,,,,5.211124,2.9719517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4626,4390415,583731.0,2014,1,100,126.7,12.4,0.9,,40.766709000000006,-73.951264,8.0,124.0,7.8587565,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4528,4959168,276481.0,1958,1,100,60.4,4.6,0.0,,40.768558,-73.957761,8.0,126.0,2.867899,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9558,2801822,100600.0,1931,1,100,93.6,5.3,0.8,69.94,40.663582,-73.933786,9.0,355.0,5.841513,4.2476377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6615,4043340,53000.0,1949,1,100,87.8,3.5,0.0,34.61,40.826596,-73.921779,4.0,18301.0,5.839478,3.5441427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,2806401,115000.0,1899,1,100,75.1,11.6,0.0,51.23,40.732566,-73.991265,2.0,61.0,5.6811957,3.9363253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14266,2804420,54978.0,1952,1,100,40.0,9.4,0.0,1.9,,,,,3.4011974,0.64185387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3300,2747780,66227.0,1925,1,100,60.2,3.5,0.5,24.93,40.785626,-73.97015400000001,7.0,169.0,5.1879444,3.2160718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,2379801,234553.0,1986,1,100,54.9,16.1,,33.04,40.707904,-74.004411,1.0,1502.0,0.53062826,3.497719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12623,2962828,73800.0,1960,1,100,0.0,0.0,,0.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2661,2782132,654137.0,1958,1,100,72.4,14.8,,,40.753944,-73.985949,5.0,113.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11245,3127817,51390.0,1924,1,100,86.7,6.1,0.7,126.71,40.624675,-73.965918,12.0,456.0,5.186827,4.841901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8910,2975519,173457.0,1900,1,100,51.4,7.2,0.3,22.95,40.703041999999996,-73.985184,2.0,21.0,5.6142225,3.133318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11295,3538160,61200.0,1929,1,100,75.1,4.6,0.6,29.0,40.609283000000005,-73.967651,15.0,420.0,5.4098587,3.3672957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12882,4035684,235000.0,1967,1,100,65.7,4.9,0.5,120.81,,,,,6.5032396,4.794219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8442,5857980,153804.0,1964,1,100,65.0,6.9,0.1,100.83,40.854146,-73.859861,11.0,248.0,6.0847273,4.6134357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13635,4409163,113522.0,1973,2,100,84.7,4.7,0.7,43.57,,,,,6.070276,3.7743688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,4442643,749142.0,1953,1,100,65.9,,,63.68,,,,,5.634075,4.1538706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13606,3481934,78474.0,1972,1,100,101.5,4.9,0.9,91.61,,,,,5.959974,4.5175405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3276,4039181,62487.0,1926,1,100,64.6,4.4,0.5,25.12,40.78399,-73.98366,7.0,163.0,5.1428323,3.2236643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3891,2397693,85449.0,1929,1,100,99.7,14.5,0.0,,40.760737,-73.969259,6.0,11203.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,4390051,102017.0,1985,1,100,71.1,9.5,0.4,27.97,40.73833,-73.991913,5.0,52.0,5.592106,3.3311324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9060,4925800,65479.0,2013,1,100,28.4,8.3,,,40.69415,-73.992005,2.0,9.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11523,2659284,159610.0,1971,1,100,90.6,6.4,0.7,69.49,40.573144,-74.001587,13.0,342.0,6.3604383,4.241183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,2814898,67051.0,1900,1,100,69.4,10.0,0.0,9.24,40.737652000000004,-73.98975899999999,5.0,52.0,5.314191,2.223542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13361,3965179,150000.0,1960,1,90,6.1,0.9,0.0,58.72,,,,,3.3741686,4.0727806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3965,1460459,1321050.0,1968,1,100,84.7,14.3,,22.84,40.758744,-73.968618,6.0,108.0,,3.1285133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3933,4389734,82829.0,1986,1,100,62.2,6.9,0.0,11.15,40.752942,-73.97171,6.0,90.0,5.6319284,2.4114394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4884,4897322,123524.0,1959,1,95,67.0,5.8,0.4,51.95,40.77417,-73.954461,8.0,138.0,5.776723,3.9502816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4197,2614691,109028.0,1928,1,100,75.5,11.8,0.0,49.89,40.767801,-73.967841,8.0,122.0,1.1314021,3.9098206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7562,5976493,62535.0,2013,1,100,63.3,7.1,0.4,,40.860243,-73.899488,5.0,23703.0,4.844974,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6563,5802696,876500.0,1964,2,95,114.2,7.2,0.9,83.0,40.823081,-73.919839,4.0,61.0,8.329247,4.4188404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14259,4930940,95915.0,1939,1,100,75.4,4.1,0.7,85.82,,,,,5.7452445,4.452252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3336,4038869,127289.0,1930,1,100,42.6,3.0,,24.8,40.79188,-73.965222,7.0,181.0,5.896879,3.2108436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4078,2674051,67167.0,1930,1,100,49.8,3.7,,17.72,40.753681,-73.964549,6.0,8603.0,5.2683735,2.8746939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
