Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
14787,4952804,121750.0,1951,35,100,35.6,2.9,0.3,,40.618875,-74.093701,1.0,39.0,5.090678,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3688,4371553,220413.0,1927,1,95,54.9,6.6,,21.33,40.752609,-73.98151,5.0,82.0,,3.0601146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9963,2810089,228879.0,1951,1,100,53.7,8.7,0.3,0.65,40.727016,-73.933892,1.0,589.0,5.6923842,-0.43078294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13293,2818827,64664.0,1992,1,100,16.3,4.0,0.0,77.15,,,,,1.9600948,4.345752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12889,2805484,119348.0,1983,1,100,67.3,4.5,0.6,59.76,,,,,5.8833222,4.0903363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11211,3129370,113700.0,1950,32,100,112.8,3.3,0.9,,40.604085,-74.01661999999999,11.0,168.0,6.5796676,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6220,4836265,75522.0,1920,1,100,72.2,3.1,0.0,31.19,40.851206,-73.936295,12.0,273.0,5.8908153,3.4400976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4735,4296368,123500.0,1929,2,100,163.9,14.2,1.3,271.83,40.783879999999996,-73.958701,8.0,15002.0,6.6183386,5.605177,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9677,2775672,57876.0,1986,1,100,85.0,2.6,0.8,117.83,40.680305,-73.948122,3.0,247.0,5.480639,4.769243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12766,2773058,82724.0,1951,1,100,96.3,6.1,0.8,129.81,,,,,5.740757,4.8660717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,2721975,61433.0,1962,1,100,52.6,8.1,0.3,42.24,40.72266,-74.008348,1.0,39.0,4.375757,3.7433677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11823,4113472,315000.0,1972,1,100,26.2,2.8,0.2,,40.650533,-73.902305,18.0,1098.0,5.7014465,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2785,2902804,1346418.0,1988,1,100,93.6,22.6,0.0,26.36,40.760216,-73.985334,5.0,125.0,5.8827653,3.2718477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6219,2738944,76500.0,1928,1,100,69.4,,,37.29,40.851631,-73.936082,12.0,273.0,5.6358604,3.6187253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9700,3127718,72147.0,1903,1,100,72.8,3.6,0.7,,40.692252,-73.968649,2.0,195.0,5.6251,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,1796894,995083.0,1984,1,100,75.5,17.5,0.0,,40.70727,-74.00431400000001,1.0,1502.0,2.2925348,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9292,2595917,59520.0,1954,1,100,83.9,4.2,0.7,30.71,40.672391999999995,-73.97427900000001,6.0,157.0,5.327876,3.4245882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14006,4952750,243396.0,1965,8,100,82.8,4.0,0.8,40.9,,,,,6.7897596,3.7111301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070,2660634,64000.0,1940,1,100,102.0,6.5,0.8,147.05,40.842019,-73.91108100000001,4.0,225.0,5.59136,4.9907727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11298,3077007,62640.0,1930,1,100,57.4,,,68.02,40.604144,-73.978965,11.0,426.0,5.216022,4.219802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6727,4926018,65667.0,1927,1,100,97.5,4.8,0.9,,40.832955,-73.925212,4.0,193.0,5.6379986,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12744,2693049,72369.0,1983,1,100,75.4,5.0,0.6,61.63,,,,,5.4209776,4.1211486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4068,3495767,113406.0,1984,1,100,104.9,6.7,0.0,54.17,40.758677,-73.963774,6.0,108.0,2.1860511,3.9921272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,2719856,142836.0,1916,1,100,106.3,10.5,0.6,,40.75007,-73.98129,5.0,82.0,6.2867427,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2741571,1651267.0,1973,1,100,124.5,6.7,,,40.844457,-73.942518,12.0,255.0,8.049555,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12892,2775440,156960.0,1965,3,100,60.2,3.6,0.5,51.08,,,,,6.3521066,3.933393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,4408624,174052.0,1963,1,100,87.3,4.5,0.0,54.43,,,,,6.520768,3.9969156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9750,5833210,767748.0,1995,1,100,172.4,42.0,0.3,30.57,40.683457000000004,-73.975616,2.0,35.0,4.638605,3.4200191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5920,4326534,646044.0,1963,1,100,59.2,4.2,,,,,,,7.568844,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10226,3895405,87081.0,2010,1,100,42.6,12.5,,13.49,40.666445,-73.900256,5.0,1134.0,,2.6019487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2325,2383146,92697.0,1952,1,100,70.7,5.1,0.0,37.36,40.749505,-73.981211,6.0,82.0,5.8863816,3.6206007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6204,3211670,52446.0,1930,1,100,93.6,4.1,0.0,56.21,40.855947,-73.937679,12.0,275.0,5.7807436,4.0290947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3428,4952044,166319.0,1923,1,100,80.9,4.9,0.0,54.24,40.785922,-73.97842,7.0,171.0,6.6466503,3.9934187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7093,3109091,78095.0,1926,1,100,98.7,5.1,0.9,162.26,40.850466,-73.90897,5.0,23301.0,5.8141303,5.0892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,4123405,108768.0,1902,1,100,45.7,13.0,,15.89,40.741066,-73.99968199999999,4.0,81.0,,2.76569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5070,4038908,73125.0,1927,1,100,50.9,3.7,,29.32,40.787735,-73.955333,11.0,16002.0,5.639777,3.37827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13828,2710940,123031.0,1952,1,100,145.1,11.2,1.1,,,,,,5.8938518,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5762,4397954,50250.0,1930,1,95,107.4,4.6,0.6,89.1,40.819057,-73.946627,10.0,22102.0,5.782902,4.4897594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14691,4201259,100071.0,2005,1,100,40.4,11.6,,27.71,40.638214000000005,-74.07588200000002,1.0,3.0,,3.3217933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10424,2973415,60876.0,1926,1,100,80.4,2.8,0.7,91.23,40.651915,-73.94579399999999,17.0,816.0,5.6573896,4.513384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3528,2638787,57516.0,1911,1,100,74.3,4.5,0.6,,40.78986,-73.97809699999999,7.0,175.0,5.189618,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10860,2834376,61440.0,1930,1,100,71.5,2.7,0.7,63.61,40.632988,-73.97212900000001,14.0,482.0,5.45916,4.1527705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13059,4382339,60500.0,1948,1,100,76.8,2.9,0.7,,,,,,5.3918076,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,4401405,81306.0,2000,1,100,81.3,9.1,0.5,21.38,40.720143,-74.008539,1.0,33.0,5.3528056,3.062456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13938,3128717,164160.0,1988,1,100,29.1,2.0,0.2,81.29,,,,,4.841822,4.398023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14501,4405975,70690.0,1963,1,100,112.6,9.2,0.8,244.78,,,,,5.7330174,5.50036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,5850833,50089.0,1991,1,100,76.3,17.2,0.2,21.69,40.717031,-73.998413,3.0,29.0,3.914021,3.0768514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2711,1483343,1172021.0,1990,1,100,123.0,14.1,0.8,64.08,40.762433,-73.982272,5.0,131.0,8.434768,4.1601324,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,2736146,58570.0,1951,1,100,59.3,1.3,0.6,,40.586369,-73.968962,13.0,37401.0,5.1428323,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7872,4768195,76479.0,1941,1,100,95.0,5.6,0.2,,40.863759,-73.894251,7.0,39901.0,6.16184,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10787,2790507,129767.0,2006,1,100,55.7,7.5,0.3,41.97,,,,,4.9965363,3.7369552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12707,2739194,148956.0,1951,1,100,95.4,4.8,0.8,182.81,,,,,6.4426994,5.2084475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13560,2711338,133021.0,1952,1,100,182.0,11.4,1.6,,,,,,6.0721226,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,4827004,65000.0,1986,1,100,60.3,7.3,0.4,40.43,40.774345000000004,-73.979478,7.0,153.0,4.769837,3.699572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10697,3094923,61500.0,1961,1,100,142.7,5.4,1.3,37.76,40.640161,-73.95809100000001,14.0,51602.0,6.003887,3.6312504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2886,5043162,53952.0,1911,1,100,94.0,4.8,0.4,66.09,40.765999,-73.98517700000001,4.0,139.0,5.5740533,4.1910176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2602,2800401,153800.0,1965,1,100,101.3,9.4,0.0,68.76,40.737541,-73.980164,6.0,64.0,2.4849067,4.2306223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8199,5857318,97000.0,1928,1,100,108.0,4.6,1.0,,40.831233000000005,-73.861958,9.0,72.0,6.1590953,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4980,5038278,51750.0,1935,1,100,37.8,,,36.74,40.776498,-73.948498,8.0,14401.0,4.927978,3.603866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6255,3513142,63103.0,1920,1,100,95.9,,0.1,,40.857176,-73.9324,12.0,279.0,5.8318825,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6299,4814137,88356.0,1925,1,100,66.2,4.2,0.6,99.99,40.864561,-73.92155,12.0,291.0,5.484797,4.60507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6574,4506533,62042.0,1927,1,100,114.3,6.7,0.9,62.34,40.83065,-73.917716,4.0,18101.0,5.7091017,4.132603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3443,2719413,236789.0,1903,1,100,95.3,5.4,0.0,80.02,40.788007,-73.976747,7.0,171.0,7.26473,4.3822765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9215,2792979,187465.0,1920,1,100,47.9,6.1,0.3,1.27,40.648407,-74.01765400000001,7.0,18.0,5.4621353,0.23901689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11106,2810547,74702.0,1986,1,100,71.8,3.8,0.6,35.09,40.618305,-74.039446,10.0,5202.0,5.577463,3.5579162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12065,4040947,391802.0,1951,2,100,74.9,3.2,0.7,40.97,,,,,7.193686,3.71284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3295,2805205,55226.0,1924,1,100,81.8,3.6,0.7,80.58,40.784306,-73.971101,7.0,169.0,5.4089637,4.3892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13047,2804092,61930.0,1939,1,100,71.3,3.4,0.6,66.02,,,,,5.2724867,4.1899576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11813,4406104,195000.0,1952,1,100,112.7,4.6,1.0,,40.640879999999996,-73.9256,17.0,94401.0,6.9122453,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,5850801,65857.0,1906,1,100,84.4,17.9,0.3,24.65,40.738009000000005,-73.99217,5.0,54.0,4.316154,3.204777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,2650027,185198.0,1930,1,100,64.9,9.4,0.0,,40.739851,-74.002439,4.0,81.0,5.963579,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9375,2661664,51000.0,1928,1,100,91.6,4.0,0.8,60.26,40.668409000000004,-73.960802,9.0,213.0,5.4187636,4.0986686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6824,4373960,59829.0,1931,1,85,41.6,,,8.17,40.800847,-73.913372,1.0,19.0,3.8022082,2.1004689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6593,5090194,77812.0,1929,1,100,106.6,7.0,0.1,,40.83112,-73.919226,4.0,18102.0,6.1586723,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6026,3513125,70436.0,1920,1,100,75.3,6.5,0.1,84.48,40.846579,-73.938346,12.0,263.0,5.544787,4.436515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12729,2800261,104646.0,1938,1,100,83.8,4.6,0.7,109.38,,,,,5.934365,4.694828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8271,2608157,51565.0,1963,1,100,83.7,5.2,0.1,87.49,40.836088000000004,-73.854702,9.0,222.0,5.514235,4.4715242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,2563563,319200.0,1914,1,100,59.6,12.7,0.2,,40.747908,-73.985387,5.0,76.0,5.750348,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11058,3098706,59400.0,1931,1,100,83.7,5.1,0.7,88.52,40.627089,-74.029472,10.0,64.0,5.321057,4.4832287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11027,2800574,152604.0,1955,1,100,51.8,2.9,0.4,29.38,40.634834999999995,-74.037182,10.0,38.0,5.9330406,3.380314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9480,5863662,61108.0,2015,1,100,62.0,4.4,0.6,,40.662511,-73.948435,9.0,329.0,5.0212455,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2775,3070619,682843.0,1913,1,95,148.6,29.6,,,40.757135999999996,-73.98744599999999,5.0,119.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
